trading_symbol,instrument_key,instrument_type,name,exchange
MEGASOFT,BSE_EQ|INE933B01012,T,MEGASOFT LTD.,BSE
ELIN,NSE_EQ|INE050401020,EQ,ELIN ELECTRONICS LIMITED,NSE
INDORAMA,BSE_EQ|INE156A01020,B,INDO RAMA SYNTHETICS (INDIA) L,BSE
NEULANDLAB,NSE_EQ|INE794A01010,EQ,NEULAND LAB LTD.,NSE
KAVDEFENCE,BSE_EQ|INE641C01019,T,Kavveri Defence &amp; Wireless,BSE
NAHARPOLY,BSE_EQ|INE308A01027,B,NAHAR POLYFILMS LTD.,BSE
POONAWALLA,BSE_EQ|INE511C01022,A,POONAWALLA FINCORP LIMITED,BSE
AVONMORE,NSE_EQ|INE323B01024,EQ,AVONMORE CAP&MGT SERV LTD,NSE
TECILCHEM,BSE_EQ|INE014B01011,T,TECIL CHEMICALS & HYDRO POWER,BSE
NAHARPOLY,NSE_EQ|INE308A01027,EQ,NAHAR POLY FILMS LIMITED,NSE
MANORAMA,NSE_EQ|INE00VM01036,EQ,MANORAMA INDUSTRIES LTD,NSE
SHEKHAWATI,NSE_EQ|INE268L01046,EQ,SHEKHAWATI INDUSTRIES LTD,NSE
HEMIPROP,NSE_EQ|INE0AJG01018,EQ,HEMISPHERE PROP IND LTD,NSE
CELEBRITY,NSE_EQ|INE185H01016,EQ,CELEBRITY FASHIONS LTD,NSE
CANBK,BSE_EQ|INE476A01022,A,CANARA BANK,BSE
POWERMECH,NSE_EQ|INE211R01019,EQ,POWER MECH PROJECTS LTD.,NSE
RELAXO,NSE_EQ|INE131B01039,EQ,RELAXO FOOT LTD.,NSE
LT,BSE_EQ|INE018A01030,A,LARSEN & TOUBRO LTD.,BSE
MOBIKWIK,BSE_EQ|INE0HLU01028,B,One Mobikwik Systems Limited,BSE
BALAJEE,NSE_EQ|INE0S2G01011,EQ,SHREE TIRUPATI BALAJEE L,NSE
TMB,BSE_EQ|INE668A01016,A,Tamilnad Mercantile Bank Limit,BSE
ADANIENT,NSE_EQ|INE423A01024,EQ,ADANI ENTERPRISES LIMITED,NSE
GANDHITUBE,NSE_EQ|INE524B01027,EQ,GANDHI SPL. TUBES LTD,NSE
BALPHARMA,NSE_EQ|INE083D01012,EQ,BAL PHARMA LTD.,NSE
DIACABS,NSE_EQ|INE989C01038,EQ,DIAMOND POWER INFRA LTD,NSE
MIDWESTLTD,BSE_EQ|INE0XAD01024,B,Midwest Limited,BSE
3IINFOLTD,BSE_EQ|INE748C01038,B,3I INFOTECH LTD.,BSE
SKMEGGPROD,BSE_EQ|INE411D01015,B,SKM EGG PRODUCTS EXPORT (INDIA,BSE
KHAITANLTD,NSE_EQ|INE731C01018,EQ,KHAITAN (INDIA)LTD.,NSE
RRKABEL,BSE_EQ|INE777K01022,A,R R KABEL LIMITED,BSE
DAMODARIND,NSE_EQ|INE497D01022,EQ,DAMODAR INDUSTRIES LTD,NSE
GARUDA,BSE_EQ|INE0JVO01026,B,Garuda Construction and Engine,BSE
TARSONS,NSE_EQ|INE144Z01023,EQ,TARSONS PRODUCTS LIMITED,NSE
AMNPLST,NSE_EQ|INE275D01022,EQ,AMINES & PLASTICIZERS LTD,NSE
BLBLIMITED,BSE_EQ|INE791A01024,B,BLB LTD.,BSE
TIJARIA,BSE_EQ|INE440L01017,B,TIJARIA POLYPIPES LTD.,BSE
ADFFOODS,NSE_EQ|INE982B01027,EQ,ADF FOODS LIMITED,NSE
ABLBL,NSE_EQ|INE14LE01019,EQ,ADITYA BIRLA LIFES BRAN L,NSE
KENNAMET,BSE_EQ|INE717A01029,B,KENNAMETAL INDIA LTD.,BSE
CSBBANK,BSE_EQ|INE679A01013,A,CSB Bank Limited,BSE
GRAUWEIL,BSE_EQ|INE266D01021,B,GRAUER & WEIL (INDIA) LTD.,BSE
HSCL,BSE_EQ|INE019C01026,A,Himadri Speciality Chemical Lt,BSE
GGL,BSE_EQ|INE063Z01017,B,Gautam Gems Limited,BSE
KANANIIND,NSE_EQ|INE879E01037,EQ,KANANI INDUSTRIES LTD,NSE
JUBLPHARMA,BSE_EQ|INE700A01033,A,JUBILANT PHARMOVA LIMITED,BSE
TVSHLTD,BSE_EQ|INE105A01035,T,TVS Holdings Limited,BSE
SETUINFRA,BSE_EQ|INE023M01027,Z,SETUBANDHAN INFRASTRUCTURE LIM,BSE
EXICOM,NSE_EQ|INE777F01014,EQ,EXICOM TELE SYSTEMS LTD,NSE
SPENCERS,NSE_EQ|INE020801028,EQ,SPENCER S RETAIL LIMITED,NSE
SAURASHCEM,NSE_EQ|INE626A01014,EQ,SAURASHTRA CEMENT LIMITED,NSE
LGEINDIA,NSE_EQ|INE324D01010,EQ,LG ELECTRONICS INDIA LTD,NSE
COLPAL,NSE_EQ|INE259A01022,EQ,COLGATE PALMOLIVE LTD.,NSE
KMEW,NSE_EQ|INE0CJD01011,EQ,KNOWLEDGE MARINE & EN W L,NSE
TATACHEM,BSE_EQ|INE092A01019,A,TATA CHEMICALS LTD.,BSE
ONMOBILE,NSE_EQ|INE809I01019,EQ,ONMOBILE GLOBAL LTD.,NSE
POWERINDIA,NSE_EQ|INE07Y701011,EQ,HITACHI ENERGY INDIA LTD,NSE
MARINE,NSE_EQ|INE01JE01028,EQ,MARINE ELECTRICAL (I) LTD,NSE
ICICIGI,NSE_EQ|INE765G01017,EQ,ICICI LOMBARD GIC LIMITED,NSE
HEXATRADEX,BSE_EQ|INE750M01017,B,HEXA TRADEX LTD.,BSE
BHEL,NSE_EQ|INE257A01026,EQ,BHEL,NSE
TEMBO,NSE_EQ|INE869Y01010,EQ,TEMBO GLOBAL IND LTD,NSE
EDELWEISS,NSE_EQ|INE532F01054,EQ,EDELWEISS FIN SERV LTD,NSE
DDEVPLSTIK,NSE_EQ|INE0HR601026,EQ,DDEV PLASTIKS IND LTD,NSE
RAMCOCEM,BSE_EQ|INE331A01037,A,THE RAMCO CEMENTS LIMITED,BSE
DLINKINDIA,NSE_EQ|INE250K01012,EQ,D-LINK INDIA LTD,NSE
NESCO,NSE_EQ|INE317F01035,EQ,NESCO LTD.,NSE
TECHM,BSE_EQ|INE669C01036,A,TECH MAHINDRA LTD.,BSE
DBL,NSE_EQ|INE917M01012,EQ,DILIP BUILDCON LIMITED,NSE
NATIONSTD,BSE_EQ|INE166R01015,B,NATIONAL STANDARD (INDIA) LTD.,BSE
NLCINDIA,BSE_EQ|INE589A01014,A,NLC India Limited,BSE
MUKTAARTS,BSE_EQ|INE374B01019,B,MUKTA ARTS LTD.,BSE
CENTENKA,NSE_EQ|INE485A01015,EQ,CENTURY ENKA LTD,NSE
STYRENIX,NSE_EQ|INE189B01011,EQ,STYRENIX PERFORMANCE LTD,NSE
KHADIM,NSE_EQ|INE834I01025,EQ,KHADIM INDIA LIMITED,NSE
ESABINDIA,NSE_EQ|INE284A01012,EQ,ESAB INDIA LTD,NSE
EASEMYTRIP,BSE_EQ|INE07O001026,A,Easy Trip Planners Limited,BSE
PRESTIGE,BSE_EQ|INE811K01011,A,PRESTIGE ESTATES PROJECTS LTD.,BSE
A2ZINFRA,NSE_EQ|INE619I01012,EQ,A2Z INFRA ENGINEERING LTD,NSE
UNIECOM,BSE_EQ|INE00U401027,B,UNICOMMERCE ESOLUTIONS LIMITED,BSE
CONFIPET,NSE_EQ|INE552D01024,EQ,CONFIDENCE PETRO IND LTD.,NSE
KIRLPNU,BSE_EQ|INE811A01020,A,KIRLOSKAR PNEUMATIC CO.LTD.,BSE
RALLIS,NSE_EQ|INE613A01020,EQ,RALLIS INDIA LTD,NSE
AIROLAM,NSE_EQ|INE801L01010,EQ,AIRO LAM LIMITED,NSE
GODAVARIB,BSE_EQ|INE497S01012,B,Godavari Biorefineries Limited,BSE
ROHLTD,NSE_EQ|INE283H01019,EQ,ROYAL ORCHID HOTELS LTD,NSE
ORIENTCER,BSE_EQ|INE569C01020,B,ORIENT CERATECH LIMITED,BSE
PGHL,BSE_EQ|INE199A01012,A,PROCTER & GAMBLE HEALTH LIMITE,BSE
SRD,BSE_EQ|INE01NE01012,T,Shankar Lal Rampal Dye-Chem Li,BSE
AYMSYNTEX,NSE_EQ|INE193B01039,EQ,AYM SYNTEX LIMITED,NSE
MERCURYEV,BSE_EQ|INE763M01028,B,MERCURY EV-TECH LIMITED,BSE
APOLLO,BSE_EQ|INE713T01028,A,Apollo Micro Systems Limited,BSE
RATEGAIN,BSE_EQ|INE0CLI01024,A,RateGain Travel Technologies L,BSE
INDOTECH,BSE_EQ|INE332H01014,B,INDO TECH TRANSFORMERS LTD.,BSE
FCL,BSE_EQ|INE045J01034,B,FINEOTEX CHEMICAL LTD.,BSE
BBTCL,BSE_EQ|INE01EE01011,B,B&B Triplewall Containers Limi,BSE
MAMATA,NSE_EQ|INE0TO701015,EQ,MAMATA MACHINERY LIMITED,NSE
GICHSGFIN,NSE_EQ|INE289B01019,EQ,GIC HOUSING FINANCE LTD,NSE
KSL,BSE_EQ|INE907A01026,B,KALYANI STEELS LTD.,BSE
ITC,BSE_EQ|INE154A01025,A,ITC LTD.,BSE
IGIL,BSE_EQ|INE0Q9301021,B,International Gemmological Ins,BSE
MANALIPETC,NSE_EQ|INE201A01024,EQ,MANALI PETROCHEMICALS LT,NSE
NOVAAGRI,BSE_EQ|INE02H701025,B,Nova Agritech Limited,BSE
QUESS,BSE_EQ|INE615P01015,A,Quess Corp Limited,BSE
SANGHIIND,BSE_EQ|INE999B01013,B,SANGHI INDUSTRIES LTD.,BSE
DPWIRES,NSE_EQ|INE864X01013,EQ,D P WIRES LIMITED,NSE
M&MFIN,NSE_EQ|INE774D01024,EQ,M&M FIN. SERVICES LTD,NSE
INDIASHLTR,BSE_EQ|INE922K01024,A,India Shelter Finance Corporat,BSE
HARDWYN,BSE_EQ|INE626Z01029,B,HARDWYN INDIA LIMITED,BSE
PRECWIRE,BSE_EQ|INE372C01037,B,PRECISION WIRES INDIA LTD.,BSE
KALPATARU,NSE_EQ|INE227J01012,EQ,KALPATARU LIMITED,NSE
AIIL,NSE_EQ|INE206F01022,EQ,AUTHUM INVEST & INFRA LTD,NSE
PVRINOX,BSE_EQ|INE191H01014,A,PVR INOX LIMITED,BSE
GROWW,BSE_EQ|INE0HOQ01053,B,Billionbrains Garage Ventures ,BSE
ENGINERSIN,BSE_EQ|INE510A01028,A,ENGINEERS INDIA LTD.,BSE
SVPGLOB,NSE_EQ|INE308E01029,EQ,SVP GLOBAL TEXTILES LTD,NSE
MACPOWER,NSE_EQ|INE155Z01011,EQ,MACPOWER CNC MACHINES LTD,NSE
POLYCAB,BSE_EQ|INE455K01017,A,Polycab India Limited,BSE
OSWALGREEN,BSE_EQ|INE143A01010,B,Oswal Greentech Limited,BSE
LODHA,BSE_EQ|INE670K01029,A,Lodha Developers Limited,BSE
SPECIALITY,BSE_EQ|INE247M01014,B,SPECIALITY RESTAURANTS LTD.,BSE
MADHAV,BSE_EQ|INE925C01016,B,MADHAV MARBLES & GRANITES LTD.,BSE
PRINCEPIPE,NSE_EQ|INE689W01016,EQ,PRINCE PIPES FITTINGS LTD,NSE
BOROSCI,NSE_EQ|INE02L001032,EQ,BOROSIL SCIENTIFIC LTD,NSE
BHAGCHEM,NSE_EQ|INE414D01027,EQ,BHAGIRADHA CHEM & INDS L,NSE
EVERESTIND,NSE_EQ|INE295A01018,EQ,EVEREST INDUSTRIES LTD,NSE
TIL,NSE_EQ|INE806C01018,EQ,TIL LTD,NSE
SHILPAMED,NSE_EQ|INE790G01031,EQ,SHILPA MEDICARE LTD,NSE
LTF,BSE_EQ|INE498L01015,A,L&T Finance Limited,BSE
SUNTV,NSE_EQ|INE424H01027,EQ,SUN TV NETWORK LIMITED,NSE
HINDCOPPER,BSE_EQ|INE531E01026,A,HINDUSTAN COPPER LTD.,BSE
GRINDWELL,NSE_EQ|INE536A01023,EQ,GRINDWELL NORTON LIMITED,NSE
FILATEX,BSE_EQ|INE816B01035,B,FILATEX INDIA LTD.,BSE
ARSHIYA,BSE_EQ|INE968D01022,Z,ARSHIYA LIMITED,BSE
E2E,NSE_EQ|INE255Z01019,EQ,E2E NETWORKS LIMITED,NSE
EUROBOND,BSE_EQ|INE505V01016,B,Euro Panel Products Limited,BSE
DOLFIN,BSE_EQ|INE666Y01010,B,Dolfin Rubbers Limited,BSE
HMVL,NSE_EQ|INE871K01015,EQ,HINDUSTAN MEDIA VENT LTD,NSE
ADANIPOWER,BSE_EQ|INE814H01029,A,ADANI POWER LTD.,BSE
TEAMLEASE,BSE_EQ|INE985S01024,A,TeamLease Services Limited,BSE
UTIAMC,BSE_EQ|INE094J01016,A,UTI Asset Management Company L,BSE
ORBTEXP,BSE_EQ|INE231G01010,B,ORBIT EXPORTS LTD.,BSE
ARVEE,NSE_EQ|INE006Z01016,EQ,ARVEE LABORATORIES I LTD,NSE
TTKHLTCARE,NSE_EQ|INE910C01018,EQ,TTK HEALTHCARE LIMITED,NSE
SHARDAMOTR,BSE_EQ|INE597I01028,A,SHARDA MOTOR INDUSTRIES LTD,BSE
TAINWALCHM,NSE_EQ|INE123C01018,EQ,TAINWALA CHEMICAL AND PLA,NSE
CYBERTECH,BSE_EQ|INE214A01019,T,CYBERTECH SYSTEMS AND SOFTWARE,BSE
UNIPARTS,NSE_EQ|INE244O01017,EQ,UNIPARTS INDIA LIMITED,NSE
MAWANASUG,BSE_EQ|INE636A01039,B,MAWANA SUGARS LTD.,BSE
INSPIRISYS,BSE_EQ|INE020G01017,B,Inspirisys Solutions Limited,BSE
MINDACORP,NSE_EQ|INE842C01021,EQ,MINDA CORPORATION LTD,NSE
GSPL,NSE_EQ|INE246F01010,EQ,GUJARAT STATE PETRO LTD,NSE
HCC,BSE_EQ|INE549A01026,A,HINDUSTAN CONSTRUCTION CO.LTD.,BSE
KRIDHANINF,NSE_EQ|INE524L01026,EQ,KRIDHAN INFRA LIMITED,NSE
SURYODAY,BSE_EQ|INE428Q01011,B,Suryoday Small Finance Bank Li,BSE
ANTHEM,BSE_EQ|INE0CZ201020,B,Anthem Biosciences Limited,BSE
INDRAMEDCO,NSE_EQ|INE681B01017,EQ,INDRAPRASTHA MEDICAL CORP,NSE
XCHANGING,NSE_EQ|INE692G01013,EQ,XCHANGING SOLUTIONS LTD,NSE
STEL,BSE_EQ|INE577L01016,B,STEL HOLDINGS LIMITED,BSE
AURUM,BSE_EQ|INE898S01029,B,Aurum PropTech Limited,BSE
JARO,BSE_EQ|INE00YJ01010,B,Jaro Institute of Technology M,BSE
FAZE3Q,BSE_EQ|INE963C01033,B,FAZE THREE LTD.,BSE
GUJALKALI,NSE_EQ|INE186A01019,EQ,GUJARAT ALKALIES & CHEM,NSE
MBEL,NSE_EQ|INE08N601015,EQ,M AND B ENGINEERING LTD,NSE
PTC,BSE_EQ|INE877F01012,A,PTC INDIA LTD.,BSE
LANDMARK,NSE_EQ|INE559R01029,EQ,LANDMARK CARS LIMITED,NSE
TATATECH,BSE_EQ|INE142M01025,A,Tata Technologies Limited,BSE
MRCAGRO,BSE_EQ|INE333Y01017,T,MRC AGROTECH LIMITED,BSE
AWL,NSE_EQ|INE699H01024,EQ,AWL AGRI BUSINESS LIMITED,NSE
PGIL,NSE_EQ|INE940H01022,EQ,PEARL GLOBAL IND LIMITED,NSE
VINDHYATEL,NSE_EQ|INE707A01012,EQ,VINDHYA TELELINKS LTD,NSE
ABFRL,NSE_EQ|INE647O01011,EQ,ADITYA BIRLA FASHION & RT,NSE
VASCONEQ,BSE_EQ|INE893I01013,B,VASCON ENGINEERS LTD,BSE
HSCL,NSE_EQ|INE019C01026,EQ,HIMADRI SPECIALITY CHEM L,NSE
NAVNETEDUL,BSE_EQ|INE060A01024,B,NAVNEET EDUCATION LIMITED,BSE
SIGNATURE,BSE_EQ|INE903U01023,A,SIGNATUREGLOBAL (INDIA) LIMITE,BSE
GAIL,NSE_EQ|INE129A01019,EQ,GAIL (INDIA) LTD,NSE
UMAEXPORTS,BSE_EQ|INE0GIU01018,B,Uma Exports Limited,BSE
ARIHANTSUP,NSE_EQ|INE643K01018,EQ,ARIHANT SUPERSTRUCT LTD,NSE
IMFA,BSE_EQ|INE919H01018,B,INDIAN METALS & FERRO ALLOYS L,BSE
GSS,BSE_EQ|INE871H01011,B,GSS INFOTECH LTD.,BSE
JAYNECOIND,BSE_EQ|INE854B01010,B,JAYASWAL NECO INDUSTRIES LTD.,BSE
SUKHJITS,BSE_EQ|INE450E01029,B,SUKHJIT STARCH & CHEMICALS LTD,BSE
VIKRAN,BSE_EQ|INE01R501028,B,Vikran Engineering Limited,BSE
NAGREEKCAP,BSE_EQ|INE245I01016,T,NAGREEKA CAPITAL & INFRASTRUCT,BSE
URSUGAR,BSE_EQ|INE904R01027,B,UR SUGAR INDUSTRIES LIMITED,BSE
SAMOR,BSE_EQ|INE0GD201014,B,Samor Reality Limited,BSE
DIAMONDYD,NSE_EQ|INE393P01035,EQ,PRATAAP SNACKS LIMITED,NSE
APOLLOPIPE,BSE_EQ|INE126J01016,B,APOLLO PIPES LIMITED,BSE
MARKOLINES,NSE_EQ|INE0FW001016,EQ,MARKOLINES PAVEMENT TEC L,NSE
IONEXCHANG,NSE_EQ|INE570A01022,EQ,ION EXCHANGE (INDIA) LTD,NSE
PRAKASHSTL,BSE_EQ|INE696K01024,B,PRAKASH STEELAGE LTD.,BSE
BRITANNIA,BSE_EQ|INE216A01030,A,BRITANNIA INDUSTRIES LTD.,BSE
BEEKAY,BSE_EQ|INE213D01015,B,Beekay Steel Industries Ltd.,BSE
MANYAVAR,NSE_EQ|INE825V01034,EQ,VEDANT FASHIONS LIMITED,NSE
KIRLPNU,NSE_EQ|INE811A01020,EQ,KIRLOSKAR PNEUMATIC COM L,NSE
ACE,NSE_EQ|INE731H01025,EQ,ACTION CONST EQUIP LTD,NSE
SUKHJITS,NSE_EQ|INE450E01029,EQ,SUKHJIT STARCH & CHEM LTD,NSE
EPACKPEB,BSE_EQ|INE0MLS01022,B,Epack Prefab Technologies Limi,BSE
SBFC,NSE_EQ|INE423Y01016,EQ,SBFC FINANCE LIMITED,NSE
COMPUSOFT,NSE_EQ|INE453B01029,EQ,COMPUCOM SOFTWARE LTD,NSE
MAHEPC,BSE_EQ|INE215D01010,B,MAHINDRA EPC IRRIGATION LIMITE,BSE
PATANJALI,BSE_EQ|INE619A01035,A,Patanjali Foods Limited,BSE
ULTRACEMCO,NSE_EQ|INE481G01011,EQ,ULTRATECH CEMENT LIMITED,NSE
RGRL,BSE_EQ|INE601N01010,Z,Retro Green Revolution Limited,BSE
RAYMOND,BSE_EQ|INE301A01014,A,RAYMOND LTD.,BSE
SHAH,NSE_EQ|INE482J01021,EQ,SHAH METACORP LIMITED,NSE
TIRUPATIFL,NSE_EQ|INE319Y01024,EQ,TIRUPATI FORGE LIMITED,NSE
ASTEC,BSE_EQ|INE563J01010,B,ASTEC LIFESCIENCES LIMITED,BSE
ASRL,BSE_EQ|INE01B501018,B,Add-Shop E-Retail Limited,BSE
JBCHEPHARM,NSE_EQ|INE572A01036,EQ,J B CHEMICALS AND PHARMA,NSE
JETFREIGHT,BSE_EQ|INE982V01025,B,Jet Freight Logistics Limited,BSE
MIDHANI,BSE_EQ|INE099Z01011,A,Mishra Dhatu Nigam Limited,BSE
CUPID,NSE_EQ|INE509F01029,EQ,CUPID LIMITED,NSE
VINATIORGA,BSE_EQ|INE410B01037,A,VINATI ORGANICS LTD.,BSE
GSPL,BSE_EQ|INE246F01010,A,GUJARAT STATE PETRONET LTD.,BSE
PATELRMART,NSE_EQ|INE0R8B01010,EQ,PATEL RETAIL LIMITED,NSE
HCC,NSE_EQ|INE549A01026,EQ,HINDUSTAN CONSTRUCTION CO,NSE
CIFL,BSE_EQ|INE345H01024,B,CAPITAL INDIA FINANCE LIMITED,BSE
JYOTHYLAB,BSE_EQ|INE668F01031,A,JYOTHY LABS LIMITED,BSE
LATENTVIEW,NSE_EQ|INE0I7C01011,EQ,LATENT VIEW ANALYTICS LTD,NSE
SARDAEN,BSE_EQ|INE385C01021,A,SARDA ENERGY & MINERALS LTD.,BSE
ATULAUTO,NSE_EQ|INE951D01028,EQ,ATUL AUTO LIMITED,NSE
RTFL,BSE_EQ|INE840I01014,Z,Real Touch Finance Limited,BSE
ASAHISONG,BSE_EQ|INE228I01012,B,ASAHI SONGWON COLORS LTD.,BSE
HONDAPOWER,BSE_EQ|INE634A01018,B,HONDA INDIA POWER PRODUCTS LIM,BSE
GODREJIND,NSE_EQ|INE233A01035,EQ,GODREJ INDUSTRIES LTD,NSE
PROSTARM,NSE_EQ|INE0BX301013,EQ,PROSTARM INFO SYSTEMS LTD,NSE
POWERINDIA,BSE_EQ|INE07Y701011,A,HITACHI ENERGY INDIA LIMITED,BSE
CTE,NSE_EQ|INE627H01017,EQ,CAMBRIDGE TECH ENTER LTD,NSE
LOTUSEYE,BSE_EQ|INE947I01017,T,Lotus Eye Hospital And Institu,BSE
AROGRANITE,BSE_EQ|INE210C01013,B,ARO GRANITE INDUSTRIES LTD.,BSE
RSYSTEMS,NSE_EQ|INE411H01032,EQ,R SYS INTERNATIONAL LTD,NSE
CEATLTD,BSE_EQ|INE482A01020,A,CEAT LTD.,BSE
LTIM,BSE_EQ|INE214T01019,A,LTIMindtree Limited,BSE
NILASPACES,BSE_EQ|INE00S901012,T,Nila Spaces Ltd,BSE
WIPRO,BSE_EQ|INE075A01022,A,WIPRO LTD.,BSE
DEVX,BSE_EQ|INE0VOV01021,B,Dev Accelerator Limited,BSE
TIRUMALCHM,NSE_EQ|INE338A01024,EQ,THIRUMALAI CHEMICALS LTD,NSE
SAIL,NSE_EQ|INE114A01011,EQ,STEEL AUTHORITY OF INDIA,NSE
VLSFINANCE,NSE_EQ|INE709A01018,EQ,VLS FINANCE LTD,NSE
SAFARI,BSE_EQ|INE429E01023,A,SAFARI INDUSTRIES (INDIA) LTD.,BSE
NAHARSPING,BSE_EQ|INE290A01027,B,NAHAR SPINNING MILLS LTD.,BSE
AJANTPHARM,NSE_EQ|INE031B01049,EQ,AJANTA PHARMA LIMITED,NSE
TTML,BSE_EQ|INE517B01013,A,TATA TELESERVICES (MAHARASHTRA,BSE
RAMASIGNS,BSE_EQ|INE650D01026,Z,Ramasigns Industries Limited,BSE
VIKASLIFE,NSE_EQ|INE161L01027,EQ,VIKAS LIFECARE LIMITED,NSE
AKZOINDIA,NSE_EQ|INE133A01011,EQ,AKZO NOBEL INDIA LIMITED,NSE
CSBBANK,NSE_EQ|INE679A01013,EQ,CSB BANK LIMITED,NSE
STLTECH,BSE_EQ|INE089C01029,A,STERLITE TECHNOLOGIES LTD.,BSE
ASHOKAMET,NSE_EQ|INE760Y01011,EQ,ASHOKA METCAST LIMITED,NSE
STLTECH,NSE_EQ|INE089C01029,EQ,STERLITE TECHNOLOGIES LTD,NSE
REGAAL,BSE_EQ|INE0MHO01029,B,REGAAL RESOURCES LIMITED,BSE
HGINFRA,BSE_EQ|INE926X01010,A,H.G. Infra Engineering Limited,BSE
BTML,NSE_EQ|INE0EEJ01023,EQ,BODHI TREE MULTIMEDIA LTD,NSE
GLENMARK,NSE_EQ|INE935A01035,EQ,GLENMARK PHARMACEUTICALS,NSE
PILITA,NSE_EQ|INE600A01035,EQ,PIL ITALICA LIFESTYLE LTD,NSE
GUJALKALI,BSE_EQ|INE186A01019,B,GUJARAT ALKALIES & CHEMICALS L,BSE
TEGA,BSE_EQ|INE011K01018,A,Tega Industries Limited,BSE
AUTOAXLES,NSE_EQ|INE449A01011,EQ,AUTOMOTIVE AXLES LIMITED,NSE
BELLACASA,NSE_EQ|INE344T01014,EQ,BELLA CASA FASH AND RET L,NSE
GRAPHITE,BSE_EQ|INE371A01025,A,GRAPHITE INDIA LTD.,BSE
TIAANC,BSE_EQ|INE864T01011,Z,TIAAN CONSUMER LIMITED,BSE
IL&FSENGG,BSE_EQ|INE369I01014,Z,IL&FS ENGINEERING AND CONSTRUC,BSE
SIEMENS,NSE_EQ|INE003A01024,EQ,SIEMENS LTD,NSE
SOLARA,NSE_EQ|INE624Z01016,EQ,SOLARA ACTIVE PHA SCI LTD,NSE
SALZERELEC,BSE_EQ|INE457F01013,B,SALZER ELECTRONICS LTD.,BSE
GVKPIL,BSE_EQ|INE251H01024,T,GVK POWER & INFRASTRUCTURE LTD,BSE
SEQUENT,BSE_EQ|INE807F01027,A,SEQUENT SCIENTIFIC LTD.,BSE
TGBHOTELS,BSE_EQ|INE797H01018,B,TGB BANQUETS AND HOTELS LTD.,BSE
GATECHDVR,BSE_EQ|INE224E01036,B,GACM Technologies Limited - DV,BSE
GATECH,BSE_EQ|INE224E01028,B,GACM Technologies Limited,BSE
SKFINDIA,BSE_EQ|INE640A01023,A,SKF INDIA LTD.,BSE
ELANTAS,BSE_EQ|INE280B01018,B,ELANTAS BECK INDIA LTD.,BSE
BPCL,NSE_EQ|INE029A01011,EQ,BHARAT PETROLEUM CORP  LT,NSE
ADOR,BSE_EQ|INE045A01017,B,ADOR WELDING LTD.,BSE
VIKRAMSOLR,BSE_EQ|INE078V01014,B,Vikram Solar Limited,BSE
DALBHARAT,BSE_EQ|INE00R701025,A,DALMIA BHARAT LIMITED,BSE
IFBAGRO,BSE_EQ|INE076C01018,B,IFB AGRO INDUSTRIES LTD.,BSE
WALCHANNAG,NSE_EQ|INE711A01022,EQ,WALCHANDNAGAR INDUSTRIES,NSE
OMINFRAL,NSE_EQ|INE239D01028,EQ,OM INFRA LIMITED,NSE
ADL,BSE_EQ|INE0CHO01012,B,Archidply Decor Limited,BSE
TATAELXSI,NSE_EQ|INE670A01012,EQ,TATA ELXSI LIMITED,NSE
GOLDIAM,NSE_EQ|INE025B01025,EQ,GOLDIAM INTERNATIONAL LTD,NSE
ESABINDIA,BSE_EQ|INE284A01012,A,ESAB INDIA LTD.,BSE
DLINKINDIA,BSE_EQ|INE250K01012,B,D-LINK (INDIA) LTD,BSE
MADHAV,NSE_EQ|INE925C01016,EQ,MADHAV MARBLE & GRANITE,NSE
VINCOFE,BSE_EQ|INE498Q01014,B,VINTAGE COFFEE AND BEVERAGES L,BSE
HMAAGRO,BSE_EQ|INE0ECP01024,B,HMA Agro Industries Limited,BSE
CGCL,BSE_EQ|INE180C01042,A,CAPRI GLOBAL CAPITAL LIMITED,BSE
SIRCA,BSE_EQ|INE792Z01011,B,Sirca Paints India Limited,BSE
BEPL,NSE_EQ|INE922A01025,EQ,BHANSALI ENG. POLYMERS LT,NSE
LGEINDIA,BSE_EQ|INE324D01010,B,LG Electronics India Limited,BSE
PNB,BSE_EQ|INE160A01022,A,PUNJAB NATIONAL BANK,BSE
EUROBOND,NSE_EQ|INE505V01016,EQ,EURO PANEL PRODUCTS LTD,NSE
GRINDWELL,BSE_EQ|INE536A01023,A,GRINDWELL NORTON LTD.,BSE
RNBDENIMS,NSE_EQ|INE012Q01021,EQ,R&B DENIMS LIMITED,NSE
APCOTEXIND,NSE_EQ|INE116A01032,EQ,APCOTEX INDUSTRIES LIMITE,NSE
VIKASLIFE,BSE_EQ|INE161L01027,B,VIKAS LIFECARE LIMITED,BSE
WAAREERTL,NSE_EQ|INE299N01021,EQ,WAAREE RENEWABLE TECH LTD,NSE
TCC,BSE_EQ|INE887D01016,B,TCC CONCEPT LIMITED,BSE
MICEL,BSE_EQ|INE287C01037,B,MIC ELECTRONICS LTD.,BSE
TSFINV,NSE_EQ|INE202Z01029,EQ,TSF INVESTMENTS LIMITED,NSE
RAJSREESUG,NSE_EQ|INE562B01019,EQ,RAJSHREE SUGAR & CHEMICAL,NSE
VGUARD,NSE_EQ|INE951I01027,EQ,V-GUARD IND LTD.,NSE
ZODIACLOTH,BSE_EQ|INE206B01013,B,ZODIAC CLOTHING CO.LTD.,BSE
